id_n,t,v_sig
0,7.83,0.0
0,7.86,0.0
0,7.89,0.0
0,7.92,0.0
0,7.95,0.0
0,7.98,0.0
0,8.01,0.0
0,8.04,0.0
0,8.07,0.0
0,8.1,0.0
0,8.13,0.0
0,8.16,0.0
0,8.19,0.0
0,8.22,0.0
0,8.25,0.0
0,8.28,0.0
0,8.31,0.0
0,8.34,0.0
0,8.37,0.0
0,8.4,0.0
0,8.43,0.0
0,8.46,0.0
0,8.49,0.0
0,8.52,0.0
0,8.55,0.0
0,8.58,0.0
0,8.61,0.0
0,8.64,0.0
0,8.67,0.0
0,8.7,0.0
0,8.73,0.0
0,8.76,0.0
0,8.79,0.0
0,8.82,0.0
0,8.85,0.0
0,8.88,0.0
0,8.91,0.0
0,8.94,0.0
0,8.97,0.0
0,9.0,0.0
0,9.03,0.0
0,9.06,0.0
0,9.09,0.0
0,9.12,0.0
0,9.15,0.0
0,9.18,0.0
0,9.21,0.0
0,9.24,0.0
0,9.27,0.0
0,9.3,0.0
0,9.33,0.0
0,9.36,0.0
0,9.39,0.0
0,9.42,0.0
0,9.45,0.0
0,9.48,0.0
0,9.51,0.0
0,9.54,0.0
0,9.57,0.0
0,9.6,0.0
0,9.63,0.0
0,9.66,0.0
0,9.69,0.0
0,9.72,0.0
0,9.75,0.0
0,9.78,0.0
0,9.81,0.0
0,9.84,0.0
0,9.87,0.0
0,9.9,0.0
0,9.93,0.0
0,9.96,0.0
0,9.99,0.0
0,10.02,0.0
0,10.05,0.0
0,10.08,0.0
0,10.11,0.0
0,10.14,0.0
0,10.17,0.0
0,10.2,0.0
0,10.23,0.0
0,10.26,0.0
0,10.29,0.0
0,10.32,0.0
0,10.35,0.0
0,10.38,0.0
0,10.41,0.0
0,10.44,0.0
0,10.47,0.0
0,10.5,0.0
0,10.53,0.0
0,10.56,0.0
0,10.59,0.0
0,10.62,0.0
0,10.65,0.0
0,10.68,0.0
0,10.71,0.0
0,10.74,0.0
0,10.77,0.0
0,10.8,0.0
0,10.83,0.0
0,10.86,0.0
0,10.89,0.0
0,10.92,0.0
0,10.95,0.0
0,10.98,0.0
0,11.01,0.0
0,11.04,0.0
0,11.07,0.0
0,11.1,0.0
0,11.13,0.0
0,11.16,0.0
0,11.19,0.0
0,11.22,0.0
0,11.25,0.0
0,11.28,0.0
0,11.31,0.0
0,11.34,0.0
0,11.37,0.0
0,11.4,0.0
0,11.43,0.0
0,11.46,0.0
0,11.49,0.0
0,11.52,0.0
0,11.55,0.0
0,11.58,0.0
0,11.61,0.0
0,11.64,0.0
0,11.67,0.0
0,11.7,0.0
0,11.73,0.0
0,11.76,0.0
0,11.79,0.0
0,11.82,0.0
0,11.85,0.0
0,11.88,0.0
0,11.91,0.0
0,11.94,0.0
0,11.97,0.0
0,12.0,0.0
0,12.03,0.0
0,12.06,0.0
0,12.09,0.0
0,12.12,0.0
0,12.15,0.0
0,12.18,0.0
0,12.21,0.0
0,12.24,0.0
0,12.27,0.0
0,12.3,0.0
0,12.33,0.0
0,12.36,0.0
0,12.39,0.0
0,12.42,0.0
0,12.45,0.0
0,12.48,0.0
0,12.51,0.0
0,12.54,0.0
0,12.57,0.0
0,12.6,0.0
0,12.63,0.0
0,12.66,0.0
0,12.69,0.0
0,12.72,0.0
0,12.75,0.0
0,12.78,0.0
0,12.81,0.0
0,12.84,0.0
0,12.87,0.0
0,12.9,0.0
0,12.93,0.0
0,12.96,0.0
0,12.99,0.0
0,13.02,0.0
0,13.05,0.0
0,13.08,0.0
0,13.11,0.0
0,13.14,0.0
0,13.17,0.0
0,13.2,0.0
0,13.23,0.0
0,13.26,0.0
0,13.29,0.0
0,13.32,0.0
0,13.35,0.0
0,13.38,0.0
0,13.41,0.0
0,13.44,0.0
0,13.47,0.0
0,13.5,0.0
0,13.53,0.0
0,13.56,0.0
0,13.59,0.0
0,13.62,0.0
0,13.65,0.0
0,13.68,0.0
0,13.71,0.0
0,13.74,0.0
0,13.77,0.0
0,13.8,0.0
0,13.83,0.0
0,13.86,0.0
0,13.89,0.0
0,13.92,0.0
0,13.95,0.0
0,13.98,0.0
0,14.01,0.0
0,14.04,0.0
0,14.07,0.0
0,14.1,0.0
0,14.13,0.0
0,14.16,0.0
0,14.19,0.0
0,14.22,0.0
0,14.25,0.0
0,14.28,0.0
0,14.31,0.0
0,14.34,0.0
0,14.37,0.0
0,14.4,0.0
0,14.43,0.0
0,14.46,0.0
0,14.49,0.0
0,14.52,0.0
0,14.55,0.0
0,14.58,0.0
0,14.61,0.0
0,14.64,0.0
0,14.67,0.0
0,14.7,0.0
0,14.73,0.0
0,14.76,0.0
0,14.79,0.0
0,14.82,0.0
0,14.85,0.0
0,14.88,0.0
0,14.91,0.0
0,14.94,0.0
0,14.97,0.0
0,15.0,0.0
0,15.03,0.0
0,15.06,0.0
0,15.09,0.0
0,15.12,0.0
0,15.15,0.0
0,15.18,0.0
0,15.21,0.0
0,15.24,0.0
0,15.27,0.0
0,15.3,0.0
0,15.33,0.0
0,15.36,0.0
0,15.39,0.0
0,15.42,0.0
0,15.45,0.0
0,15.48,0.0
0,15.51,0.0
0,15.54,0.0
0,15.57,0.0
0,15.6,0.0
0,15.63,0.0
0,15.66,0.0
0,15.69,0.0
0,15.72,0.0
0,15.75,0.0
0,15.78,0.0
0,15.81,0.0
0,15.84,0.0
0,15.87,0.0
0,15.9,0.0
0,15.93,0.0
0,15.96,0.0
0,15.99,0.0
0,16.02,0.0
0,16.05,0.0
0,16.08,0.0
0,16.11,0.0
0,16.14,0.0
0,16.17,0.0
0,16.2,0.0
0,16.23,0.0
0,16.26,0.0
0,16.29,0.0
0,16.32,0.0
0,16.35,0.0
0,16.38,0.0
0,16.41,0.0
0,16.44,0.0
0,16.47,0.0
0,16.5,0.0
0,16.53,0.0
0,16.56,0.0
0,16.59,0.0
0,16.62,0.0
0,16.65,0.0
0,16.68,0.0
0,16.71,0.0
0,16.74,0.0
0,16.77,0.0
0,16.8,0.0
0,16.83,0.0
0,16.86,0.0
0,16.89,0.0
0,16.92,0.0
0,16.95,0.0
0,16.98,0.0
0,17.01,0.0
0,17.04,0.0
0,17.07,0.0
0,17.1,0.0
0,17.13,0.0
0,17.16,0.0
0,17.19,0.0
0,17.22,0.0
0,17.25,0.0
0,17.28,0.0
0,17.31,0.0
0,17.34,0.0
0,17.37,0.0
0,17.4,0.0
0,17.43,0.0
0,17.46,0.0
0,17.49,0.0
0,17.52,0.0
0,17.55,0.0
0,17.58,0.0
0,17.61,0.0
0,17.64,0.0
0,17.67,0.0
0,17.7,0.0
0,17.73,0.0
0,17.76,0.0
0,17.79,0.0
0,17.82,0.0
0,17.85,0.0
0,17.88,0.0
0,17.91,0.0
0,17.94,0.0
0,17.97,0.0
0,18.0,0.0
0,18.03,0.0
0,18.06,0.0
0,18.09,0.0
0,18.12,0.0
0,18.15,0.0
0,18.18,0.0
0,18.21,0.0
0,18.24,63.60369999322326
0,18.27,121.80279006890764
0,18.3,140.6901662879443
0,18.33,150.40557737808498
0,18.36,155.69582991344424
0,18.39,158.37312647718264
0,18.42,159.34198926649464
0,18.45,159.12345921174267
0,18.48,158.04616814053207
0,18.51,156.33082872196024
0,18.54,154.13266528210573
0,18.57,151.5647553575776
0,18.6,148.71178472782503
0,18.63,145.63860246390766
0,18.66,142.39577836069174
0,18.69,139.02334485272144
0,18.72,135.55339341133453
0,18.75,132.01192278691008
0,18.78,128.42018398965328
0,18.81,124.79567799070578
0,18.84,121.15290837633017
0,18.87,117.50395766069785
0,18.9,113.85893446527304
0,18.93,110.22632464795548
0,18.96,106.61326998013104
0,18.99,103.02579147455111
0,19.02,99.46896993984127
0,19.05,95.94709313100313
0,19.08,92.46377656076726
0,19.11,89.0220633580618
0,19.14,85.62450732201006
0,19.17,82.27324239659963
0,19.2,78.97004109528795
0,19.23,75.71636387515504
0,19.26,72.51340105339874
0,19.29,69.3621085438752
0,19.32,66.26323844537856
0,19.35,63.21736531984201
0,19.38,60.22490884540057
0,19.41,57.286153407072995
0,19.44,54.401265089802344
0,19.47,51.57030645952906
0,19.5,48.79324945381438
0,19.53,46.069986651205134
0,19.56,43.400341145659205
0,19.59,40.784075217048176
0,19.62,38.22089795953987
0,19.65,35.71047200542368
0,19.68,33.25241946170548
0,19.71,30.846327159874775
0,19.74,28.491751305009664
0,19.77,26.18822159839878
0,19.8,23.935244897705566
0,19.83,21.732308470087474
0,19.86,19.578882886347753
0,19.89,17.474424597944584
0,19.92,15.418378233306795
0,19.95,13.41017864531432
0,19.98,11.44925273783639
0,20.01,9.535021095794821
0,20.04,7.666899440267871
0,20.07,5.844299927585606
0,20.1,4.0666323091323235
0,20.13,2.3333049666359296
0,20.16,0.6437258360309617
0,20.19,-1.0026967685043076
0,20.22,-2.606553420031743
0,20.25,-4.168432924687737
0,20.28,-5.688921739707853
0,20.31,-7.168603456357047
0,20.34,-8.608058341260493
0,20.37,-10.007862930320588
0,20.4,-11.368589670011398
0,20.43,-12.690806601383443
0,20.46,-13.975077082588827
0,20.49,-15.221959546166076
0,20.52,-16.432007287700223
0,20.55,-17.60576828281104
0,20.58,-18.743785029728432
0,20.61,-19.846594414978902
0,20.64,-20.914727599949178
0,20.67,-21.94870992631184
0,20.7,-22.94906083848912
0,20.73,-23.916293821503142
0,20.76,-24.85091635272295
0,20.79,-25.753429866152842
0,20.82,-26.624329728037345
0,20.85,-27.464105222670334
0,20.88,-28.273239547400173
0,20.91,-29.0522098159128
0,20.94,-29.801487068963304
0,20.97,-30.521536291797634
0,21.0,-31.212816437577995
0,21.03,-31.87578045618673
0,21.06,-32.51087532784022
0,21.09,-33.11854210099446
0,21.12,-33.69921593407255
0,21.15,-34.25332614058478
0,21.18,-34.78129623725054
0,21.21,-35.283543994767626
0,21.24,-35.76048149090487
0,21.27,-36.212515165623124
0,21.3,-36.6400458779564
0,21.33,-37.0434689644096
0,21.36,-37.423174298649485
0,21.39,-37.77954635228681
0,21.42,-38.11296425656606
0,21.45,-38.42380186479456
0,21.48,-38.712427815359185
0,21.51,-38.97920559519225
0,21.54,-39.22449360356123
0,21.57,-39.44864521606769
0,21.6,-39.652008848753006
0,21.63,-39.834928022216666
0,21.66,-39.99774142566264
0,21.69,-40.14078298079743
0,21.72,-40.264381905510696
0,21.75,-40.36886277727603
0,21.78,-40.454545596216285
0,21.81,-40.52174584778297
0,21.84,-40.570774565004776
0,21.87,-40.601938390265204
0,21.9,-40.6155396365733
0,21.93,-40.61187634829596
0,21.96,-40.59124236132363
0,21.99,-40.55392736264483
0,22.02,-40.50021694930784
0,22.05,-40.43039268675083
0,22.08,-40.34473216648436
0,22.11,-40.24350906311227
0,22.14,-40.126993190679606
0,22.17,-39.995450558337666
0,22.2,-39.84914342531848
0,22.23,-39.68833035521256
0,22.26,-39.51326626954514
0,22.29,-39.32420250064757
0,22.32,-39.12138684382196
0,22.35,-38.90506360879791
0,22.38,-38.67547367048163
0,22.41,-38.43285451899844
0,22.44,-38.17744030903035
0,22.47,-37.90946190845157
0,22.5,-37.62914694626542
0,22.53,-37.33671985984607
0,22.56,-37.03240194149029
0,22.59,-36.7164113842839
0,22.62,-36.38896332728848
0,22.65,-36.05026990005394
0,22.68,-35.700540266464095
0,22.71,-35.33998066792054
0,22.74,-34.96879446587281
0,22.77,-34.58718218370112
0,22.8,-34.19534154795964
0,22.83,-33.793467528987364
0,22.86,-33.381752380893914
0,22.89,-32.96038568092927
0,22.92,-32.52955436824393
0,22.95,-32.08944278204798
0,22.98,-31.640232699177883
0,23.01,-31.182103371077694
0,23.04,-30.715231560203794
0,23.07,-30.23979157586116
0,23.1,-29.755955309479397
0,23.13,-29.263892269335845
0,23.16,-28.763769614735367
0,23.19,-28.255752189653947
0,23.22,-27.740002555853916
0,23.25,-27.216681025480316
0,23.28,-26.685945693144653
0,23.31,-26.147952467504876
0,23.34,-25.60285510235014
0,23.37,-25.05080522719649
0,23.4,-24.49195237740238
0,23.43,-23.926444023811943
0,23.46,-23.354425601932927
0,23.49,-22.77604054065644
0,23.52,-22.191430290527435
0,23.55,-21.60073435157177
0,23.58,-21.004090300688194
0,23.61,-20.40163381861091
0,23.64,-19.79349871645233
0,23.67,-19.17981696183012
0,23.7,-18.560718704587444
0,23.73,-17.936332302112213
0,23.76,-17.306784344262827
0,23.79,-16.672199677905564
0,23.82,-16.03270143107206
0,23.85,-15.388411036741534
0,23.88,-14.739448256255072
0,23.91,-14.085931202367853
0,23.94,-13.42797636194536
0,23.97,-12.765698618309418
0,24.0,-12.099211273241117
0,24.03,-11.42862606864421
0,24.06,-10.754053207876924
0,24.09,-10.075601376756538
0,24.12,-9.393377764243205
0,24.15,-8.707488082806435
0,24.18,-8.018036588482813
0,24.21,-7.325126100627221
0,24.24,-6.628858021364348
0,24.27,-5.929332354744677
0,24.3,-5.226647725611333
0,24.33,-4.520901398180854
0,24.36,-3.812189294344126
0,24.39,-3.100606011691187
0,24.42,-2.386244841265972
0,24.45,-1.6691977850536888
0,24.48,-0.9495555732065619
0,24.51,-0.22740768101292552
0,24.54,0.0
0,24.57,0.0
0,24.6,0.0
0,24.63,0.0
0,24.66,0.0
0,24.69,0.0
0,24.72,0.0
0,24.75,0.0
0,24.78,0.0
0,24.81,0.0
0,24.84,0.0
0,24.87,0.0
0,24.9,0.0
0,24.93,0.0
0,24.96,0.0
0,24.99,0.0
0,25.02,0.0
0,25.05,0.0
0,25.08,0.0
0,25.11,0.0
0,25.14,0.0
0,25.17,0.0
0,25.2,0.0
0,25.23,0.0
0,25.26,0.0
0,25.29,0.0
0,25.32,0.0
0,25.35,0.0
0,25.38,0.0
0,25.41,0.0
0,25.44,0.0
0,25.47,0.0
0,25.5,0.0
0,25.53,0.0
0,25.56,0.0
0,25.59,0.0
0,25.62,0.0
0,25.65,0.0
0,25.68,0.0
0,25.71,0.0
0,25.74,0.0
0,25.77,0.0
0,25.8,0.0
0,25.83,0.0
0,25.86,0.0
0,25.89,0.0
0,25.92,0.0
0,25.95,0.0
0,25.98,0.0
0,26.01,0.0
0,26.04,0.0
0,26.07,0.0
0,26.1,0.0
0,26.13,0.0
0,26.16,0.0
0,26.19,0.0
0,26.22,0.0
0,26.25,0.0
0,26.28,0.0
0,26.31,0.0
0,26.34,0.0
0,26.37,0.0
0,26.4,0.0
0,26.43,0.0
0,26.46,0.0
0,26.49,0.0
0,26.52,0.0
0,26.55,0.0
0,26.58,0.0
0,26.61,0.0
0,26.64,0.0
0,26.67,0.0
0,26.7,0.0
0,26.73,0.0
0,26.76,0.0
0,26.79,0.0
0,26.82,0.0
0,26.85,0.0
0,26.88,0.0
0,26.91,0.0
0,26.94,0.0
0,26.97,0.0
0,27.0,0.0
0,27.03,0.0
0,27.06,0.0
0,27.09,0.0
0,27.12,0.0
0,27.15,0.0
0,27.18,0.0
0,27.21,0.0
0,27.24,0.0
0,27.27,0.0
0,27.3,0.0
0,27.33,0.0
0,27.36,0.0
0,27.39,0.0
0,27.42,0.0
0,27.45,0.0
0,27.48,0.0
0,27.51,0.0
0,27.54,0.0
0,27.57,0.0
0,27.6,0.0
0,27.63,0.0
0,27.66,0.0
0,27.69,0.0
0,27.72,0.0
0,27.75,0.0
0,27.78,0.0
0,27.81,0.0
0,27.84,0.0
0,27.87,0.0
0,27.9,0.0
0,27.93,0.0
0,27.96,0.0
0,27.99,0.0
0,28.02,0.0
0,28.05,0.0
0,28.08,0.0
0,28.11,0.0
0,28.14,0.0
0,28.17,0.0
0,28.2,0.0
0,28.23,0.0
0,28.26,0.0
0,28.29,0.0
0,28.32,0.0
0,28.35,0.0
0,28.38,0.0
0,28.41,0.0
0,28.44,0.0
0,28.47,0.0
0,28.5,0.0
0,28.53,0.0
0,28.56,0.0
0,28.59,0.0
0,28.62,0.0
0,28.65,0.0
0,28.68,0.0
0,28.71,0.0
0,28.74,0.0
0,28.77,0.0
0,28.8,0.0
0,28.83,0.0
0,28.86,0.0
0,28.89,0.0
0,28.92,0.0
0,28.95,0.0
0,28.98,0.0
0,29.01,0.0
0,29.04,0.0
0,29.07,0.0
0,29.1,0.0
0,29.13,0.0
0,29.16,0.0
0,29.19,0.0
0,29.22,0.0
0,29.25,0.0
0,29.28,0.0
0,29.31,0.0
0,29.34,0.0
0,29.37,0.0
0,29.4,0.0
0,29.43,0.0
0,29.46,0.0
0,29.49,0.0
0,29.52,0.0
0,29.55,0.0
0,29.58,0.0
0,29.61,0.0
0,29.64,0.0
0,29.67,0.0
0,29.7,0.0
0,29.73,0.0
0,29.76,0.0
0,29.79,0.0
0,29.82,0.0
0,29.85,0.0
0,29.88,0.0
0,29.91,0.0
0,29.94,0.0
0,29.97,0.0
0,30.0,0.0
0,30.03,0.0
0,30.06,0.0
0,30.09,0.0
0,30.12,0.0
0,30.15,0.0
0,30.18,0.0
0,30.21,0.0
0,30.24,0.0
0,30.27,0.0
0,30.3,0.0
0,30.33,0.0
0,30.36,0.0
0,30.39,0.0
0,30.42,0.0
0,30.45,0.0
0,30.48,0.0
0,30.51,0.0
0,30.54,0.0
0,30.57,0.0
0,30.6,0.0
0,30.63,0.0
0,30.66,0.0
0,30.69,0.0
0,30.72,0.0
0,30.75,0.0
0,30.78,0.0
0,30.81,0.0
0,30.84,0.0
0,30.87,0.0
0,30.9,0.0
0,30.93,0.0
0,30.96,0.0
0,30.99,0.0
0,31.02,0.0
0,31.05,0.0
0,31.08,0.0
0,31.11,0.0
0,31.14,0.0
0,31.17,0.0
0,31.2,0.0
0,31.23,0.0
0,31.26,0.0
0,31.29,0.0
0,31.32,0.0
0,31.35,0.0
0,31.38,0.0
0,31.41,0.0
0,31.44,0.0
0,31.47,0.0
0,31.5,0.0
0,31.53,0.0
0,31.56,0.0
0,31.59,0.0
0,31.62,0.0
0,31.65,0.0
0,31.68,0.0
0,31.71,0.0
0,31.74,0.0
0,31.77,0.0
0,31.8,0.0
0,31.83,0.0
0,31.86,0.0
0,31.89,0.0
0,31.92,0.0
0,31.95,0.0
0,31.98,0.0
0,32.01,0.0
0,32.04,0.0
0,32.07,0.0
0,32.1,0.0
0,32.13,0.0
0,32.16,0.0
0,32.19,0.0
0,32.22,0.0
0,32.25,0.0
0,32.28,0.0
0,32.31,0.0
0,32.34,0.0
0,32.37,0.0
0,32.4,0.0
0,32.43,0.0
0,32.46,0.0
0,32.49,0.0
0,32.52,0.0
0,32.55,0.0
0,32.58,0.0
0,32.61,0.0
0,32.64,0.0
0,32.67,0.0
0,32.7,0.0
0,32.73,0.0
0,32.76,0.0
0,32.79,0.0
0,32.82,0.0
0,32.85,0.0
0,32.88,0.0
0,32.91,0.0
0,32.94,0.0
0,32.97,0.0
0,33.0,0.0
0,33.03,0.0
0,33.06,0.0
0,33.09,0.0
0,33.12,0.0
0,33.15,0.0
0,33.18,0.0
0,33.21,0.0
0,33.24,0.0
0,33.27,0.0
0,33.3,0.0
0,33.33,0.0
0,33.36,0.0
0,33.39,0.0
0,33.42,0.0
0,33.45,0.0
0,33.48,0.0
0,33.51,0.0
0,33.54,0.0
0,33.57,0.0
0,33.6,0.0
0,33.63,0.0
0,33.66,0.0
0,33.69,0.0
0,33.72,0.0
0,33.75,0.0
0,33.78,0.0
0,33.81,0.0
0,33.84,0.0
0,33.87,0.0
0,33.9,0.0
0,33.93,0.0
0,33.96,0.0
0,33.99,0.0
0,34.02,0.0
0,34.05,0.0
0,34.08,0.0
0,34.11,0.0
0,34.14,0.0
0,34.17,0.0
0,34.2,0.0
0,34.23,0.0
0,34.26,0.0
0,34.29,0.0
0,34.32,0.0
0,34.35,0.0
0,34.38,0.0
0,34.41,0.0
0,34.44,0.0
0,34.47,0.0
0,34.5,0.0
0,34.53,0.0
0,34.56,0.0
0,34.59,0.0
0,34.62,0.0
0,34.65,0.0
0,34.68,0.0
0,34.71,0.0
0,34.74,0.0
0,34.77,0.0
0,34.8,0.0
0,34.83,0.0
0,34.86,0.0
0,34.89,0.0
0,34.92,0.0
0,34.95,0.0
0,34.98,0.0
0,35.01,0.0
0,35.04,0.0
0,35.07,0.0
0,35.1,0.0
0,35.13,0.0
0,35.16,0.0
0,35.19,0.0
0,35.22,0.0
0,35.25,0.0
0,35.28,0.0
0,35.31,0.0
0,35.34,0.0
0,35.37,0.0
0,35.4,0.0
0,35.43,0.0
0,35.46,0.0
0,35.49,0.0
0,35.52,0.0
0,35.55,0.0
0,35.58,0.0
0,35.61,0.0
0,35.64,0.0
0,35.67,0.0
0,35.7,0.0
0,35.73,0.0
0,35.76,0.0
0,35.79,0.0
0,35.82,0.0
0,35.85,0.0
0,35.88,0.0
0,35.91,0.0
0,35.94,0.0
0,35.97,0.0
0,36.0,0.0
0,36.03,0.0
0,36.06,0.0
0,36.09,0.0
0,36.12,0.0
0,36.15,0.0
0,36.18,0.0
0,36.21,0.0
0,36.24,0.0
0,36.27,0.0
0,36.3,0.0
0,36.33,0.0
0,36.36,0.0
0,36.39,0.0
0,36.42,0.0
0,36.45,0.0
0,36.48,0.0
0,36.51,0.0
0,36.54,0.0
0,36.57,0.0
0,36.6,0.0
0,36.63,0.0
0,36.66,0.0
0,36.69,0.0
0,36.72,0.0
0,36.75,0.0
0,36.78,0.0
0,36.81,0.0
0,36.84,0.0
0,36.87,0.0
0,36.9,0.0
0,36.93,0.0
0,36.96,0.0
0,36.99,0.0
0,37.02,0.0
0,37.05,0.0
0,37.08,0.0
0,37.11,0.0
0,37.14,0.0
0,37.17,0.0
0,37.2,0.0
0,37.23,0.0
0,37.26,0.0
0,37.29,0.0
0,37.32,0.0
0,37.35,0.0
0,37.38,0.0
0,37.41,0.0
0,37.44,0.0
0,37.47,0.0
0,37.5,0.0
0,37.53,0.0
0,37.56,0.0
0,37.59,0.0
0,37.62,0.0
0,37.65,0.0
0,37.68,0.0
0,37.71,0.0
0,37.74,0.0
0,37.77,0.0
0,37.8,0.0
0,37.83,0.0
0,37.86,0.0
0,37.89,0.0
0,37.92,0.0
0,37.95,0.0
0,37.98,0.0
0,38.01,0.0
0,38.04,0.0
0,38.07,0.0
0,38.1,0.0
0,38.13,0.0
0,38.16,0.0
0,38.19,0.0
0,38.22,0.0
0,38.25,0.0
0,38.28,0.0
0,38.31,0.0
0,38.34,0.0
0,38.37,0.0
0,38.4,0.0
0,38.43,0.0
0,38.46,0.0
0,38.49,0.0
0,38.52,0.0
0,38.55,0.0
0,38.58,0.0
0,38.61,0.0
0,38.64,0.0
0,38.67,0.0
0,38.7,0.0
0,38.73,0.0
0,38.76,0.0
0,38.79,0.0
0,38.82,0.0
0,38.85,0.0
0,38.88,0.0
0,38.91,0.0
