t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.36,0.07253473075333262,0.023659397912455957,-0.09454258030132506,0.16614935965232844,0.0555126960062981,0.1456341056793115,0.15236745389202466,0.09301547181711478,-0.028640272802798038,-0.03046959687811765,-0.05091168773493974,-0.030461382978501456,-0.048016177965752485,0.004535265124523982,-0.07305945554174596,0.06960277304701744,0.038035902964806106,-0.07441658110980208,0.1167274080120831,0.06894444895610116,-0.006334077251419493,-0.07689168947166111,0.002322324910328995,0.0405398553620752,0.14745909005907318,-0.007386349236563701,0.024635952119265225,0.02746703973622761
0.39,0.0718518959363092,0.033022695855834464,-0.062170761187993674,0.04804580866833463,0.11988671128599393,0.06056949001990384,0.0457017206987328,0.009633039351573298,0.05648865425817212,0.03180936007142398,-0.09783612723281604,-0.0012709702535756765,-0.28146102149752195,-0.12080925109416185,-0.03521024798223215,0.017140839369830154,-0.06242613013892497,0.03749977786004143,0.017098688564508708,0.014389583860897363,-0.0775251718535345,-0.0014672493999224722,0.04071552376622877,-0.08736860600375605,0.059317019315713676,0.17474040681589967,0.059430192969011364,-0.2789230158037458
0.42,-0.0076356195222886565,0.061976934419490336,0.00026163510230282097,0.06025713566997575,0.05586286720776698,0.12348210749019482,-0.020438860049591445,0.0464192776158617,0.058253704932397565,-0.010341781461772476,0.057437276693446886,-0.06301764511157815,0.058773995100060615,0.0019762342157391226,0.27572964578842457,0.01830311776773603,0.22350371802150865,-0.06187723382559007,0.08073434071993231,0.03861960080616818,-0.03953816972579502,0.06887343099806162,-0.13091126143055826,0.04566189353328773,-0.02668731410505509,0.14546079490321914,0.023913286024406982,0.10983350234122996
0.45,-0.02380876204045792,0.189006626271092,0.026557537691119345,-0.09532138289660404,-0.03216730790854435,-0.041929514793059376,0.12985477996642789,-0.07085733174105541,-0.046809001092928425,0.10993457603877398,0.07536676358571102,-0.12733799317726496,0.004213891152292383,-0.04505238301256164,0.020912622130310532,-0.0883821528556703,0.0673344244331084,-0.0888618555221131,0.017783169941259683,0.12714441415929267,-0.1721143588876961,-0.058296821153304826,-0.015259606381281394,-0.013130581929587912,0.06511602428790975,-0.027686194336281892,-0.024300986939724958,0.04211901906898455
0.48,0.0009502461002090447,0.0205564400893392,-0.1360973335920503,0.04945760143815645,0.19758361878155414,-0.044225873640264785,-0.11869218357493995,0.020886423748511292,-0.1527842616656605,-0.06509157046606523,-0.13843015201291806,-0.3100921600176272,0.03903494448797984,0.002506660393785304,-0.027046307335433846,-0.01309915340614882,-0.17564564009076322,-0.08971484439934124,-0.0747917549993623,-0.04209673260091448,0.1461713516049763,-0.033910902941953085,-0.01089254902832412,0.13694718086040045,-0.11724439590278488,0.013165249911508263,0.10626471469478778,0.11103890559287323
0.51,0.1229181951375352,0.1632928643351731,-0.021771716631637798,-0.03474427106543412,-0.043889469165982964,0.0018647044817536379,-0.0840237762196789,-0.009213280117245093,-0.04672898786921001,0.09167173482191783,0.1189397564816186,0.11245432668791898,0.031940363288249146,-0.044651882755641165,-0.1614240151769878,0.08258001828815167,0.012442525163716585,0.06387493411466072,-0.08435800838797976,-0.11590327379247885,0.03004448672229561,-0.13708089438914814,-0.01271123753944972,0.1665318749954783,0.04400493404792852,-0.32031226424395265,-0.041146926283545895,-0.024669567833738963
0.54,-0.009147422978579107,-0.012703288891516736,-0.09740848032108552,-0.008269875019790884,0.015479585857663897,0.08058245953185161,-0.07325012006200449,0.2047046292957603,0.02093515503946436,0.08129463976309,0.07587627963519533,-0.013073857056472332,0.11530875754819656,0.0044963163488988146,0.13777779564697354,-0.031559647337481005,0.039316762434076516,-0.2280212647703748,-0.004808742834883343,-0.1441130088112942,0.09980891753450397,0.0673647843510468,0.17161508591563826,0.019682332232679813,-0.19574345765314968,0.08426244295234156,0.18157721787259995,0.02678269283612437
0.57,0.08588187627164917,-0.04061011693248304,0.1107579365059555,0.03326026251686372,0.04448585370638728,-0.05568359362501325,0.2558626366306647,0.03574180286825114,0.025796474809387182,0.03347132059798668,0.020801932038979648,-0.0015729866867424964,-0.041750581315678915,-0.04578816069531222,0.1477051714166734,-0.050331988958976316,0.013223223511324655,0.045602999111227685,0.13229904350897356,0.09523580565975888,-0.1192227580618058,-0.012794626384607806,-0.0338718042661388,0.054259506484416235,-0.004937810430740058,-0.04294803291789612,0.10302221381588443,0.02271367178250449
0.6,0.1392508281662844,0.02222409502935624,0.13795787858836192,-0.019913196909840388,-0.10013052933832954,0.08100070674326193,-0.07409653983151236,0.021071291766934674,-0.07141836419683804,0.011592395477009824,0.057119607867448775,0.005959432775525265,0.09669108991136284,0.010805738575873679,0.10785352842465626,-0.01589646404053954,-0.10222498251239016,0.06471104464321402,-0.18011226423020055,-0.1028126402883257,0.188115161491384,-0.06136834508897913,0.0311126565000402,-0.13227552300149886,-0.11742361879532692,0.03322594006714585,-0.0075816354479200845,-0.13752304849321245
0.63,0.07638428985533086,-0.08693420050373357,-0.057074379079179685,-0.056607713237685924,0.14593390086300076,-0.06174653338026988,-0.08178903677179812,-0.12957194259406102,0.06565949709915041,-0.02899456384368598,-0.036835237596273655,0.06449322496042903,-0.12247302070100967,-0.007624741066202705,-0.11516043071474825,0.09544654358353627,-0.05057585590091199,0.061385968641730286,-0.097463297336105,0.07902258618171652,-0.3463010390698164,0.10395817518686333,0.057913697897474914,-0.010314140960352887,0.07294807042174838,0.21859392412944467,0.020383536925147373,-0.09393270171936877
0.6599999999999999,0.08507533358474355,-0.05293842648577516,0.07238523360169666,0.047154641490320094,-0.043277052482678685,-0.094402538195881,0.009930245965942013,-0.13458215317417738,0.0447719197639588,0.03692490476443418,-0.13341707351384746,-0.060265489012422326,0.10105990947503156,-0.06805422432935503,-0.022370325625320698,-0.07957867484404538,-0.20509993222653533,-0.0912342673139532,-0.16414607679167614,-0.014625952795296809,-0.04640443386939333,-0.07664087886520622,0.05237579600493545,0.16946416485096538,0.006809629357306617,-0.0816046825191597,0.11970949653756326,-0.05483216359923202
0.69,-0.009005944562870105,0.03829825565960441,0.0009530497611910136,-0.12610216159987228,0.053767125826719435,0.20772004931950555,-0.043754337239823374,0.06590422822630852,-0.06438296195287439,0.040108334865545665,-0.0943648262687546,0.21300379774861528,-0.16211781423248198,-0.09705096140819916,0.03359359177264661,0.08592019623003294,-0.07085433904951083,-0.00594625750715415,-0.09371132085812137,-0.014025964160483448,0.13763421962959094,-0.1321949530618929,-0.09275285355018884,-0.11449892548898792,-0.1000092346487409,-0.03692253704694379,-0.06008681716895165,-0.03411974950676674
0.72,-0.07140358750050639,-0.08658609180180457,0.1901289172755498,0.043314270763295575,0.03368080768085417,0.012280524545435557,0.06350345212732379,-0.05120055692206425,-0.007054286894488983,-0.0503666204256684,-0.1324230381102602,-0.018534048054450955,-0.0857863850929273,-0.13222046324042755,0.060250834640041065,-0.052971519115523266,0.06396417858390789,0.03299453818532904,-0.12810441182718876,0.028240638658003556,0.09246829251518826,-0.043078875550974005,0.00257175163050133,-0.12243603286957355,0.03017460706892055,0.03649156021080464,0.09379483004742344,-0.04583462690222311
0.75,-0.0921891799152234,0.043073212911977306,-0.033620569019782824,0.0232889106327779,-0.09496745031696666,0.011609052274352593,-0.057547950041801965,-0.13530305693031328,-0.032819493919345334,-0.002943556269020139,0.00684587467195822,0.2789815549265307,-0.049274701478876616,-0.02879898005580905,0.15525590701475986,0.1505955731931281,0.009714689905943371,0.07766943349935695,-0.12589820341551194,0.04186376119921023,-0.021013202719957595,-0.13088294785851967,0.13335763454396027,-0.04177393058503946,0.011136076237041,-0.04383136445881943,-0.07684559539961283,-0.0451512796852167
0.78,-0.07617099005858298,-0.09858244536695733,-0.016344412714465798,0.16243451838602815,0.047789659829577086,-0.11637672296156085,-0.057827296740014376,-0.03390510314313324,-0.003098856542270148,0.11258176633569217,0.006059694188170403,-0.18661204198350792,-0.011292202077371395,0.08063376938900026,0.017649900007331097,0.09809112705996444,0.25865520538224096,0.004237992761660825,-0.0338541920365415,-0.051872781134933946,-0.01942205284332324,-0.048093942226031285,0.026390090250542217,-0.07635365741689237,-0.02501990045135393,-0.09977275239628412,0.047201785688593685,-0.1528177163664024
0.8099999999999999,-0.14104529056787693,0.20028271712927312,0.013726621946928705,-0.050159746682773926,-0.08277484361549052,0.06436650815820381,0.17594608311364732,-0.02795492082679625,0.009445804376073105,-0.054668817872250114,-0.08475353132621971,0.0006206078956894227,-0.011515774778165374,-0.1293534448393931,0.06053916625559095,-0.01803380469986501,0.02732830999966884,-0.11786764037973604,0.030019549813536106,-0.008588968828516787,-0.17065847990763505,-0.07271103020641864,-0.016412695376886416,-0.10374838654567743,-0.1121182422429081,0.004984288656115013,-0.0093541511087167,-0.15789361121554893
0.84,-0.07675374605516319,0.034861186393420604,-0.13344687358288213,-0.027854835193732243,0.07875888138811989,-0.19195138793711172,0.15539470539266514,-0.11483873733735207,-0.009206397521268287,-0.011895356066577344,0.040284954059596915,-0.01859405525048842,0.015395115357056847,-0.2171579212406722,-0.0688784132670233,0.019594344067752387,0.01772159505767935,-0.10824981532008693,0.018201571972503352,0.03164098473680415,0.055203563703036335,0.1099529825066812,-0.13929045945895965,-0.014959636839884534,-0.04573904515782157,0.07379412606708433,-0.06269582382528828,0.07542474612798446
0.87,0.417942519030604,1.213049383089417,0.8542975498541262,1.69658590455461,0.7176673061084459,1.7646897319763897,0.8268700616980519,1.297187848945558,0.5538903745029229,1.244863275018082,0.5544958063413805,0.8910959651552817,0.35476078319613824,0.38968412738015307,0.2509458190931522,0.3400960264753969,0.24940020510826424,0.3186435720551223,0.11785567495716825,0.236109326442294,0.05129241837207728,0.30711589272169804,-0.06282292719428627,0.2751937708148583,0.15642269786840726,0.04630317452019106,0.030082286728373764,-0.0024353182430671
0.8999999999999999,0.7421275189661741,1.36746331459602,0.5343274993728382,1.8369790097307737,0.7201383727575689,2.058279457577649,0.7322937724943166,1.6676284273376587,0.6360107081739647,1.4393611746023145,0.2442799679513401,0.7992631539418257,0.4140904682442945,0.576812484165001,0.4397501845056932,0.2945478183543504,0.2118112036585412,0.3727777735510746,0.347538703787446,0.26185578296044504,0.11488128294538813,0.09038009450301024,0.24153906631875915,-0.03740475275893978,0.20897047029614693,0.1869286103641956,0.247358533604258,0.1967188584540125
0.93,0.5694726068017231,1.2778994549473304,0.9025725207341966,1.6169572427028291,0.753662355476513,1.849205795519552,0.7449122901005215,1.679700808672767,0.4485244878394816,1.1010602979584636,0.5733276250938515,0.7924106489154916,0.2506811416275382,0.4667000118642451,0.2607797246003533,0.5332762517380748,0.17275054761331174,0.2263196827589549,0.12806632018739286,0.24860686099750945,0.1599024252405688,0.29697881147083005,0.20145328191171386,0.22407228347383065,0.268625102579518,-0.033682580579799365,0.25112717154548075,0.12237052298603113
0.96,0.7682566028836612,0.9885747091771416,0.7748818147510373,1.5161567730601417,0.8301122288970444,1.6661497088103765,0.6011438871558837,1.4683899607144073,0.5509331531391756,1.1733187748331009,0.5538693762216519,0.7556019467932173,0.23542958646480386,0.5930842825119079,0.31062316179880195,0.563251519183684,0.20946095765425968,0.33097886618157696,0.1864119771258061,0.2531668203094443,0.16399983928233292,0.2199386131370052,-0.0026777817244852398,0.15993671913247712,0.19408261038446528,0.11760552320965136,0.2166413581500716,0.033194616729027016
0.99,0.5943153723411561,1.2345580154914502,0.6448795544647397,1.3714185317945606,0.6120049848901277,1.897307562826856,0.4529558728280076,1.5133411967250083,0.4376333609182565,1.024539601740818,0.1933409885230738,0.7895998273893309,0.21814232165156194,0.6371606260574535,0.2720988709408152,0.4271173187876579,0.1297644348957202,0.09546412808840232,0.17393176838542668,0.2506596415829275,0.26751326670909725,0.3050659499025905,0.049916225928098204,0.13691411807228035,0.04425504306746037,-0.017716286722757643,0.18004660712026435,0.2354250390505376
1.02,0.29530478721680153,0.953200416267785,0.4150487037800064,1.3404966127055862,0.5017301866219391,1.4584489956761153,0.4868224760186316,1.442117681997496,0.574558380085957,1.031287348684523,0.5700004396586986,0.7059400691211402,0.15691261387550967,0.4653326975362924,0.1917158913583286,0.3904733437577649,0.2428098920655226,0.3863272913749737,0.1265440853259795,0.1393784359706943,0.04934406444426343,0.2970943345665595,-0.16536663854090355,0.1528570137541581,0.2265412972417735,0.21654802144656327,0.08437121079363925,0.16875652973588806
1.05,0.3308024185986864,1.145754157219727,0.6355418769450367,1.3384101836105993,0.6024364918908388,1.1917470541523505,0.32328422901223897,1.2374686053630333,0.4562737868966842,0.8385418412685101,0.3258702222604047,0.6476984896440812,0.28706660730981753,0.3274623959881942,0.12313669395175385,0.362698094197942,0.12949410358411126,0.2780885817190585,-0.05479886199448358,0.16987969732326424,0.08107277686775383,0.20136750513533969,-0.014978588793757144,0.19426711227335255,0.005276216876115958,-0.03366611526866062,0.21222015572663025,0.07823630937114176
1.08,0.23192380232265256,0.8218059603624023,0.6581354085849487,1.087192431367168,0.2864796738410533,1.2395350529486506,0.4904098934378445,1.0935679797070494,0.4122255785727027,0.7338493040313064,0.2837883908329468,0.43086858614788204,0.2780287634751779,0.23907337340070595,0.34135795086466203,0.06208104346178625,0.2805400902949692,0.035243712328208776,0.10479107577582596,0.09991361632138507,0.017166061198788066,0.11627516922715404,0.23961920371654286,0.04481719783637522,-0.1597975427674394,0.16566632603786202,-0.06078422519000026,0.09997525638049304
1.11,0.2655846405064898,0.6913304738774069,0.5377964833249999,1.1693121444719852,0.4527984347314671,1.1417368166116006,0.4866913610037396,0.9298950851192124,0.4581627415488396,0.690826090698048,0.3259694026317003,0.3583228695561129,0.18288681683956196,0.3836920462176024,0.14198864891009547,0.20721025670434573,0.056549747553753325,0.18412475951665488,-0.0027591914125629363,0.020560541800430127,0.031166768525115882,0.3018436063883937,0.027650572696205414,0.09630614408900356,-0.004322980691391809,-0.03892516353747097,0.09509013194250678,0.035352691964753116
1.14,0.26324932737403145,0.7750318528174232,0.4419671125985946,0.8119052757746797,0.3210042950733413,0.9078631917976364,0.4765329717056298,0.5512016682974056,0.3509363322607898,0.4556097744552718,0.11525046044045482,0.4137987325609152,0.2840289060434588,0.2928863240186823,0.16859948873050146,0.18121872612252204,0.2858738541398433,0.09465002934944744,0.2438738165242633,0.03762571824676027,-0.01833330795400301,-0.011208645192669564,-0.00463346971922779,0.13124334390148115,-0.05782480277293299,0.27568294012960537,0.15470033725364915,0.018480598322679072
1.17,0.3592414790673118,0.5086226310870531,0.3265161805494836,0.8183757100694203,0.387787519778837,0.7886653771663519,0.25953161011543513,0.6786358371708529,0.27202582230691263,0.4858348263794949,0.16866918941198938,0.3406496631929018,-0.06201766022160956,0.19273798753634105,0.18257110017551184,0.04377398189494333,-0.018378808545699246,0.032512737490644136,-0.0052995976090320215,0.11634442386154807,0.0100144663749408,0.0504105088847272,0.0948953971748722,0.027406683600091814,0.06931083929381543,-0.08470021987381131,0.1662162881502966,0.1600811961209758
1.2,0.3364887274421013,0.4952858599419251,0.3758199779193124,0.6137470185463575,0.37924850801541404,0.6645450679341605,0.2759930183106656,0.33014929395198306,0.15286391324919807,0.4460865419019005,0.16418860462590146,0.3315317956929496,0.1275634169117521,-0.049181033258615725,0.1736061196378327,0.25972712631454103,-0.03621959324135714,0.1864177014208812,-0.06989589991810266,-0.009326785408102905,0.1903645912947257,-0.00539089908585995,0.1031465792846596,0.02132909063088928,0.1202444207116756,0.13303050246727588,0.08992171340620657,0.07165572115338198
1.23,0.2623092512608397,0.2511886534389547,0.003287276447786508,0.4618212351864337,0.13079371477228474,0.5414247683554975,0.16540317090141995,0.542247479398176,0.174854626334428,0.4196450776226747,0.2197925395019613,0.14303012267128912,0.014328795147356356,0.1461191946560748,-0.1175988637660302,0.09230160276901453,0.17003327555760406,0.22400620266192897,-0.032104490573530785,-0.0003199329468838996,-0.11157911504587734,0.22861021894993575,-0.13030903649248946,0.06038436606519325,0.10065152034412572,0.27303213758088435,0.0785034479931159,0.21883762188369252
1.26,0.1741170584154922,0.446701614792736,0.13831018853876548,0.4613326083224147,-0.004918729545164424,0.4253528156690043,0.11999453880919712,0.3697387561321048,-0.01336049054301737,0.3662086414093324,0.0961437999952386,0.03633615355287145,-0.02104702565721352,-0.006956637412782961,0.1089860955361065,0.11443903884988366,0.07961748767793768,0.13077668865556194,0.10696835477257732,0.15791890217779184,0.11452314720151772,0.1095571590736346,-0.007818653265100728,-0.09137320305909613,0.03680202493480543,-0.08439702224251504,-0.031511554984828494,-0.07072513670985721
1.29,0.27681143089993104,0.23765581096260166,0.08061317546880713,0.14179210805132347,0.032087548056195014,0.30822125952106183,0.2345179118587764,0.3111745507204945,-0.05023563960534981,0.1770866429848629,-0.0756250744329334,-0.028877114632319126,0.014462319847042306,0.04548249209079164,0.07976026765166558,0.22000795224596745,-0.00028061236707580683,0.025046494615927086,-0.05804280803735011,0.09148377567817947,0.001867341239411145,0.14695384725077204,0.0557286577833825,0.1580253285243718,0.04624109152604917,-0.2210125047742688,0.05390627454996408,0.0973146856075158
1.3199999999999998,0.02387801971614844,0.22359321063660687,-0.002467124329468495,0.053958569108222235,0.2121836455726502,0.3764533869828677,0.04470620292108018,0.10774965836681688,0.06376678864231276,0.0575109472816773,0.12726574605121554,0.09403143268591167,0.09360820706319316,0.15598082620250608,-0.0556431287463125,-0.0016470200286468062,0.015067692141810078,0.12749031778901548,-0.09391517501326213,0.11666979214243905,0.018691421769482432,-0.0909337862963187,0.1969004420481528,-0.04623318542445951,0.030107696913943174,-0.13095519876829104,-0.07692831538084875,0.09422392114585837
1.35,-0.08888138633490332,0.03293392775747865,-0.13412239475366294,-0.04299098348174297,-0.15345459803406328,-0.04616094311479066,0.0205645968260579,-0.0129949967763546,0.018453123475129632,0.07193989526734508,0.010777947385566868,0.04381665795481024,-0.02222628233585917,0.08425432393773921,0.07868862190845102,-0.04461182688219085,0.026301763934512702,0.09544569072775327,0.10585676311448457,0.08971169095586091,0.05417831287237648,-0.017440902998589226,0.03135128909875002,-0.12258235642101972,-0.0408917529256012,-0.05403544784345311,0.11200184289349037,0.02695978069104767
1.38,0.02855094106955635,-0.10523154233442107,-0.016702661489630226,-0.2588499400596583,-0.05063362224877668,0.09418541527531801,-0.1190117130658232,0.0028518942485761738,0.03769117873258716,-0.121700428541902,-0.060110061978449786,0.021107389206705813,-0.035501884230562525,0.060934057150308335,0.03769307676396267,0.07932297947986823,0.08047322854113237,0.12698411622486833,0.0169331516926789,0.11184426528319953,-0.11484088659764387,-0.02998144482110723,0.021758929965663563,-0.16356973512434628,-0.07417908289950581,0.1626960851139633,-0.01040894950267763,0.0055178832529873345
1.41,-0.033136175403453955,-0.044957397211325495,-0.17240696556262392,-0.1686259730354731,-0.2523313387752576,-0.1059498958505904,-0.0002671428880133692,-0.10503706073023307,-0.14337858991917732,-0.19467798144673104,-0.20842248678495787,0.12416062199742542,-0.2177264605590447,-0.2777519876783267,-0.05828810558849586,-0.052537662843882116,-0.039837762254013837,-0.17378854193802842,0.14841330773019032,0.019669799785924744,-0.11387448894512675,-0.13488953176909865,0.026379590390221863,0.02026858415599013,-0.05419642689501407,0.0071444003666924424,-0.09549213532786444,0.024610690906472502
1.44,-0.07331790386135956,-0.1909599147846852,-0.17355228424093122,-0.2135921726275815,-0.16038817284288875,-0.05959176023270515,-0.2656923445520275,-0.10877326927905986,-0.09163927971125688,-0.1740728301776056,-0.135573810198086,-0.13077406008376746,-0.013868796198901051,-0.2239874733034943,-0.1237633692768524,0.0474740833030277,0.011365162187433579,-0.01304096473699082,0.13223294602934485,0.1409511572450644,-0.1769518241468223,-0.07485517533738281,-0.0905610889621202,-0.01794137914698274,-0.2734722109910506,0.09537601331884696,0.04998050840877255,-0.12318788767692837
1.47,0.01886133906501031,-0.2545904980750982,-0.2640463718408408,-0.2772817335046401,-0.08202185663683151,-0.3735871768144736,-0.0650399475862913,-0.27878899270579155,-0.27153621602374506,-0.3469334619676063,-0.1485086946566418,0.05991305847502554,0.01963006892333888,-0.10506624928522602,-0.20311888116469676,-0.16442348680927438,0.1559768460049105,-0.07237520914111248,0.021792747270237348,-0.29164919961823993,-0.17095896384200468,-0.1507037344625831,-0.053694039854198884,0.05359345690822316,-0.1178129916444853,-0.04949575261383552,0.16996929902793806,0.009450931941236196
1.5,-0.1899498271574228,-0.36227897266538733,-0.13084745422137786,-0.3847384776293393,-0.11209586440114508,-0.502029871471395,-0.2274947745883896,-0.5400487925810141,-0.048754569755216685,-0.1992056200007592,-0.04548422223487353,-0.18308789554381247,-0.05258931065859325,-0.1887865373117745,-0.10751682685691237,-0.24950416880335896,-0.2996629369965317,-0.033769051714044145,0.16681272018617502,-0.259782549623961,-0.2666507745981546,0.08774256563982241,-0.09606561884766072,-0.03728820955954162,-0.005171068897946694,-0.1973604418052944,-0.0051247390394007185,0.05044043081694257
